input_row_key,input_company_name,candidate_name,candidate_website,score,is_best_match
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,DHL Express Singapore,dhlexpress.com.sg,79.61,True
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,DHL Express Service Point - Toys Terminal DHL Partner,,30.47,False
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,DHL Express Service Point - BAG IT DHL Partner,,41.27,False
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,Express Oil Singapore LLP.,,37.12,False
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,ThaiExpress,thaiexpress.com.sg,74.0,False
138,DIAL ZERO (PRIVATE) LIMITED,Zero Axis,zero-axis.com,48.35,False
138,DIAL ZERO (PRIVATE) LIMITED,DIAL ZERO,dialzero.pk,73.93,True
138,DIAL ZERO (PRIVATE) LIMITED,Private Helipad Ali Villa,,31.54,False
138,DIAL ZERO (PRIVATE) LIMITED,Dialzero,dialzero.app,47.26,False
138,DIAL ZERO (PRIVATE) LIMITED,Dial For Roti,,32.5,False
139,Nets Denmark A/S,NETS EASY MODULES,easymoduler.dk,63.64,False
139,Nets Denmark A/S,John Nurminens Stiftelse,oursea.fi,55.04,False
139,Nets Denmark A/S,NemID,mitid.dk,69.39,False
139,Nets Denmark A/S,CashbackAPP,bonuskroner.dk,72.44,True
139,Nets Denmark A/S,Nets group,nets.eu,63.46,False
140,DIGI TELECOMMUNICATIONS SDN BHD,U Mobile Shah Alam,,20.91,False
140,DIGI TELECOMMUNICATIONS SDN BHD,DIGI TELECOMMUNICATIONS SDN BHD Terengganu,,43.97,False
140,DIGI TELECOMMUNICATIONS SDN BHD,DLA Technology,dlatech.com.my,62.3,False
140,DIGI TELECOMMUNICATIONS SDN BHD,DiGi Telecommunications,celcomdigi.com,67.75,True
140,DIGI TELECOMMUNICATIONS SDN BHD,Digi Sage,digisage.win,42.0,False
141,Digi Telecommunications Sdn. Bhd.,DiGi Telecommunications,celcomdigi.com,79.0,True
141,Digi Telecommunications Sdn. Bhd.,U Mobile Shah Alam,,24.22,False
141,Digi Telecommunications Sdn. Bhd.,DLA Technology,dlatech.com.my,66.26,False
141,Digi Telecommunications Sdn. Bhd.,DIGI TELECOMMUNICATIONS SDN BHD Terengganu,,46.51,False
141,Digi Telecommunications Sdn. Bhd.,Digi Sage,digisage.win,46.65,False
142,DK HOSTMASTER A/S,DK Accountancy Services,dkas.uk,42.65,False
142,DK HOSTMASTER A/S,AALBRA øvelokale,aalbra.dk,60.15,False
142,DK HOSTMASTER A/S,The Hostmaster,thehostmaster.gr,51.46,False
142,DK HOSTMASTER A/S,DK ROOF,dkroof.com,52.83,False
142,DK HOSTMASTER A/S,ANDERS LASSEN FONDEN,anderslassenfonden.dk,63.74,True
143,DNA OYJ,DNA tester,dnatester.fi,62.82,False
143,DNA OYJ,DNA,dna.fi,74.0,True
143,DNA OYJ,DNA Toimihenkilöt Pro ry,dnatoimihenkilot.fi,61.0,False
143,DNA OYJ,DNA Oy.,,44.29,False
143,DNA OYJ,DNA Ltd.,,31.33,False
144,DNB Bank Karl Johan,DNB Asset Management,dnbam.com,59.71,False
144,DNB Bank Karl Johan,Vital Forsikring,vital.no,53.47,False
144,DNB Bank Karl Johan,DNB Næringseiendom,leietakerdnb.no,56.14,False
144,DNB Bank Karl Johan,DNB BANK,dnbconnect.org,60.76,False
144,DNB Bank Karl Johan,DNB,dnb.no,81.67,True
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",Danish Quality Assurance Group,dkgqa.com,47.35,False
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",Dansk System Assurance,dsawebsite.herokuapp.com,48.99,False
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",DNV,dnv.com,34.1,False
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",Assurance Partner,northrisk.dk,65.39,False
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",Dansk System Assurance A/S.,dsa-forsikringsmaeglere.dk,65.82,True
146,Dtac Trinet Co Ltd,DTAC TOWER Ban Theling,,32.35,False
146,Dtac Trinet Co Ltd,dtac mobile phone signal tower in Na Kluea,,27.82,False
146,Dtac Trinet Co Ltd,dtac Uthai Thani,,33.4,False
146,Dtac Trinet Co Ltd,Dtac-trinet,,38.46,True
146,Dtac Trinet Co Ltd,dtac shop Saen Tung,,30.63,False
147,DUBEX A/S,Dubex,dubex.ge,53.57,False
147,DUBEX A/S,DUBEX BUSINESSMEN SERVICES LLC.,,17.03,False
147,DUBEX A/S,Dubex Digital Computers,,22.14,False
147,DUBEX A/S,Dubex Print & Copy,,20.85,False
147,DUBEX A/S,Dubex,dubex.dk,97.89,True
148,DXC TECHNOLOGY NORGE AS,DXC Technology Norge AS,,50.0,False
148,DXC TECHNOLOGY NORGE AS,DXC ServiceNow Practice Norway,,29.62,False
148,DXC TECHNOLOGY NORGE AS,Advokatfirma Kontrakt AS,kontraktadvokat.no,53.06,False
148,DXC TECHNOLOGY NORGE AS,Fjordkraft,fjordkraft.no,67.69,True
148,DXC TECHNOLOGY NORGE AS,DXC,dxcfds.com,37.09,False
149,DXC Technology Sverige AB,GR Technologies,grmouthpieces.com,41.95,False
149,DXC Technology Sverige AB,SchonBerry Networks,schonberry.net,50.65,False
149,DXC Technology Sverige AB,DXC Technology Sverige AB.,,51.88,False
149,DXC Technology Sverige AB,DXC,dxcfds.com,37.0,False
149,DXC Technology Sverige AB,DXC Consulting,dxcconsulting.se,68.26,True
150,Dynamic-Telecommunication Sdn. Bhd.,Dynamic-Telecommunication Sdn Bhd.,dynagroup.my,85.65,True
150,Dynamic-Telecommunication Sdn. Bhd.,Munchworld Marketing Sdn. Bhd. Johor,,40.28,False
150,Dynamic-Telecommunication Sdn. Bhd.,Dynamic Telecommunication,,34.86,False
150,Dynamic-Telecommunication Sdn. Bhd.,Dynamic Tele Communication,,34.81,False
150,Dynamic-Telecommunication Sdn. Bhd.,Dynamic Telecommunication,,43.25,False
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,Eastcompeace,worldclasslighting.com,55.87,False
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,Eastcompeace,pi-robotics.com,36.29,False
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,Eastcompeace,tangxs.net,37.54,False
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,Eastcompeace,eastcompeace.com,53.0,False
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,Eastcompeace Singapore Pte Ltd.,,58.15,True
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,Eastcompeace,eastcompeace.com,47.11,False
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,Easy Card,easycard.com.bd,63.85,False
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,Eastcompeace,worldclasslighting.com,32.98,False
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,Baby Care,babycare.com.bd,68.42,True
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,Eastcompeace Smart Card Bangladesh Limited.,,48.62,False
153,"Eastcompeace Technology Co.,Ltd",Eastcompeace,tangxs.net,38.99,False
153,"Eastcompeace Technology Co.,Ltd",Eastcompeace,pi-robotics.com,56.42,False
153,"Eastcompeace Technology Co.,Ltd",Marina One Offices,marinaoneoffices.com,53.62,False
153,"Eastcompeace Technology Co.,Ltd",Eastcompeace Smart Card Co. Ltd.,tomarzam.com,65.44,False
153,"Eastcompeace Technology Co.,Ltd",Eastcompeace,eastcompeace.com,83.1,True
154,Ecapacity A/S,Lobo Contract,lobo-contract.dk,61.39,False
154,Ecapacity A/S,e Capacity,ecapacity.dk,81.3,False
154,Ecapacity A/S,LiveIntent,liveintent.com,45.43,False
154,Ecapacity A/S,PPCD ApS. CVR,ppcd.dk,67.88,False
154,Ecapacity A/S,eCapacity,ecapacity.com,83.52,True
155,ECI Media Management AB,Management Doctors,managementdoctors.se,70.97,False
155,ECI Media Management AB,Office Management,avoki.com,44.57,False
155,ECI Media Management AB,Prevecon,briab.se,68.12,False
155,ECI Media Management AB,ECI Media Management,ecimediamanagement.com,82.48,True
155,ECI Media Management AB,Minut,minut.com,43.98,False
156,ECI MEDIA MANAGEMENT AB,Office Management,avoki.com,40.29,False
156,ECI MEDIA MANAGEMENT AB,ECI Media Management,ecimediamanagement.com,72.48,False
156,ECI MEDIA MANAGEMENT AB,EC Kropp i Topp,eckroppitopp.se,53.63,False
156,ECI MEDIA MANAGEMENT AB,PiJa - Creative Mobile Agency,pija.se,76.1,True
156,ECI MEDIA MANAGEMENT AB,Management Doctors,managementdoctors.se,68.11,False
157,Edotco Group Sdn. Bhd.,Bean Brothers,beanbrothers.my,74.13,True
157,Edotco Group Sdn. Bhd.,Edotco,,19.5,False
157,Edotco Group Sdn. Bhd.,EDOTCO Group,,52.88,False
157,Edotco Group Sdn. Bhd.,edotco Bangladesh Co. Ltd.,,41.67,False
157,Edotco Group Sdn. Bhd.,edotco Malaysia Sdn Bhd Sarawak Region,,32.11,False
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,Aquamatch,aquamatch.pk,68.47,True
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,EDOTCO Towers Inc.,,22.07,False
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,Edotco,,10.43,False
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,Pharma Consultant Pakistan,pharmaconsultantpakistan.com,42.09,False
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,Private Helipad Ali Villa,,23.54,False
159,Egencia Denmark A/S,Payment Services,betalingsservice.dk,65.8,False
159,Egencia Denmark A/S,Egen ci a,egen-ci-a.org,45.98,False
159,Egencia Denmark A/S,Egencia New Zealand,egencia.co.nz,50.82,False
159,Egencia Denmark A/S,Egencia,egencia.dk,93.26,True
159,Egencia Denmark A/S,Egencia,egencia.no,49.07,False
160,EGENCIA LLC,Egencia New Zealand,egencia.co.nz,59.0,True
160,EGENCIA LLC,Egencia,egencia.com.hk,56.11,False
160,EGENCIA LLC,Egencia UK Ltd.,egencia.co.uk,52.69,False
160,EGENCIA LLC,TRIME,trime.ua,53.26,False
160,EGENCIA LLC,Egencia,boksi3.site,50.76,False
161,EGENCIA NORWAY AS,Egencia New Zealand,egencia.co.nz,53.48,False
161,EGENCIA NORWAY AS,Egencia,egencia.dk,57.11,False
161,EGENCIA NORWAY AS,Egencia,egencia.com.hk,51.97,False
161,EGENCIA NORWAY AS,Egencia UK Ltd.,egencia.co.uk,51.5,False
161,EGENCIA NORWAY AS,Egencia,egencia.no,73.33,True
162,Egencia Sweden AB,Egencia,egencia.com.hk,50.83,False
162,Egencia Sweden AB,Egencia,egencia.co.za,51.0,False
162,Egencia Sweden AB,Egencia Switzerland,egencia.ch,54.33,True
162,Egencia Sweden AB,Egencia Canada,egencia.ca,52.91,False
162,Egencia Sweden AB,Egencia,egencia.ae,51.55,False
163,Egeneration Limited,eGeneration Limited,coronavirus.pages.dev,55.45,False
163,Egeneration Limited,E-Generation,entrepreneurgeneration.com,48.73,False
163,Egeneration Limited,WebQ1,webq1.com.au,45.77,False
163,Egeneration Limited,eGeneration,egeneration.co,79.29,False
163,Egeneration Limited,Egeneration,egeneration.com.bd,89.33,True
164,ELGIGANTEN GROSSIST A/S,Freetrailer trailerudlejning Elgiganten Glostrup,,36.9,False
164,ELGIGANTEN GROSSIST A/S,Freetrailer trailerudlejning Elgiganten Haderslev,,25.62,False
164,ELGIGANTEN GROSSIST A/S,Freetrailer trailerudlejning Elgiganten Nykøbing Falster,,29.36,False
164,ELGIGANTEN GROSSIST A/S,Elgiganten,elgiganten.dk,82.49,True
164,ELGIGANTEN GROSSIST A/S,Freetrailer trailerudlejning Elgiganten Kolding,,26.19,False
165,ELTEL NETWORKS CONNECT A/S,Eltel Networks A S Ålborg,,38.21,False
165,ELTEL NETWORKS CONNECT A/S,Eltel Networks AS Avd Kristiansand,,38.62,False
165,ELTEL NETWORKS CONNECT A/S,Eltel,eltel.com,43.38,False
165,ELTEL NETWORKS CONNECT A/S,Eltel Networks,eltelgroup.com,68.0,True
165,ELTEL NETWORKS CONNECT A/S,El-Tel,elteldrivingschooldidcot.co.uk,29.67,False
166,Energy Cool ApS,CGJ Energy,cgjenergy.dk,75.1,False
166,Energy Cool ApS,Energy Solutions,energy-solutions.dk,80.45,True
166,Energy Cool ApS,NorSea Energy,energytower.dk,64.73,False
166,Energy Cool ApS,Energy Cool,energy-cool.com,77.48,False
166,Energy Cool ApS,Wave Star,wavestarenergy.com,53.04,False
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Power Holding z o.o.,poweracademy.pl,65.5,False
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Enetek Jørgensen,enetek.no,40.88,False
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,ENETEK POWER,enetek-power-me.com,48.48,False
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,POWER HOLDING Spółka,powerinsurance.pl,61.65,False
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Spółka OLOGROUP Spółka z ograniczoną odpowiedzialnością,ologroup.pl,69.78,True
168,ENERGI HOBRO TELE A/S,Energi Fyn,energifyn.dk,71.0,False
168,ENERGI HOBRO TELE A/S,Norlys,norlys.dk,72.05,False
168,ENERGI HOBRO TELE A/S,Energimidt,energimidt.dk,82.92,True
168,ENERGI HOBRO TELE A/S,Eniig Energi Naturgas,eniig.com,58.05,False
168,ENERGI HOBRO TELE A/S,Energi Danmark Securities A/S.,,34.86,False
169,Enreach Campaigns A/S,Enreach DK,enreach.dk,72.58,False
169,Enreach Campaigns A/S,Enreach,enreach.fi,47.76,False
169,Enreach Campaigns A/S,Campaigns,campaigns.dk,75.94,True
169,Enreach Campaigns A/S,Enreach Campaigns,enreachcampaigns.com,62.98,False
169,Enreach Campaigns A/S,ENREACH,enreach.com,46.48,False
170,Ericsson (Malaysia) Sdn. Bhd.,Ericsson,ericsson.com,44.12,False
170,Ericsson (Malaysia) Sdn. Bhd.,Ericsson Telecommunications Sdn. Bhd.,,40.3,False
170,Ericsson (Malaysia) Sdn. Bhd.,Ericsson,,30.3,False
170,Ericsson (Malaysia) Sdn. Bhd.,SwedCham,swedcham.my,60.03,True
170,Ericsson (Malaysia) Sdn. Bhd.,Ericsson Expertise Center Sdn Bhd.,,37.76,False
171,Ericsson (Thailand) Limited,Thai law firms,thai-lawfirm.com,62.05,True
171,Ericsson (Thailand) Limited,Ericsson Thailand Ltd.,,54.29,False
171,Ericsson (Thailand) Limited,Ericsson Thailand UPC8 Surat Thani,,38.92,False
171,Ericsson (Thailand) Limited,ERICSSON L3 CENTER THALLC,,34.54,False
171,Ericsson (Thailand) Limited,Andovar Pte Ltd.,andovar.com,30.56,False
172,ERICSSON AB,Ericsson Väst Seniorförening,ericssonvastsen.se,86.12,True
172,ERICSSON AB,Ericsson,,43.68,False
172,ERICSSON AB,Ericsson,ericsson.web.id,68.68,False
172,ERICSSON AB,Ericsson,hyey001.com,57.43,False
172,ERICSSON AB,Ericsson,ericsson.com,68.68,False
173,ERICSSON AS,Ericsson AS,epignosis.no,83.0,True
173,ERICSSON AS,ERICSSON & GEHRKEN,ericssongehrken.com,60.79,False
173,ERICSSON AS,Ericsson transport & logistikk AS,,31.54,False
173,ERICSSON AS,Ericsson,,35.5,False
173,ERICSSON AS,Ericsson by Nordrest,ericssonbynordrest.se,49.77,False
174,ERICSSON DANMARK A/S,Ericsson,,33.97,False
174,ERICSSON DANMARK A/S,Ericsson AS,epignosis.no,47.82,False
174,ERICSSON DANMARK A/S,Elis Danmark A S – Vaskeri og skadedyrsservice,,28.22,False
174,ERICSSON DANMARK A/S,Sony Ericsson,sonyericsson.dk,66.39,True
174,ERICSSON DANMARK A/S,Bugge Ericsson,,30.97,False
175,ERNST & YOUNG LLP,ERNST & YOUNG CC,ernstandyoung.play-cricket.com,58.14,True
175,ERNST & YOUNG LLP,ERNST GROUP,ernst-group.hk,46.51,False
175,ERNST & YOUNG LLP,Ernst Engineering Pte. Ltd.,,28.18,False
175,ERNST & YOUNG LLP,Ernst Technologies,ernst-technologies.hk,36.54,False
175,ERNST & YOUNG LLP,Denkstatt,denkstatt.at,38.65,False
176,EY Godkendt Revisionspartnerselskab,JH Revision,svendaagejensen.dk,70.83,False
176,EY Godkendt Revisionspartnerselskab,Ey Grønland Godkendt Revisionsanpartsselskab,,49.07,False
176,EY Godkendt Revisionspartnerselskab,Bech & Barkholt,bechogbarkholt.dk,59.96,False
176,EY Godkendt Revisionspartnerselskab,One Revision Statsautoriseret Revisionspartnerselskab,onerevision.dk,78.94,True
176,EY Godkendt Revisionspartnerselskab,Mujin-kai,mujin-kai.dk,60.29,False
177,ERP DENMARK ApS,Batteriindsamling ERP Denmark ApS.,erp-recycling.dk,76.99,True
177,ERP DENMARK ApS,UNIGgardin,uniggardin.se,50.29,False
177,ERP DENMARK ApS,ERP Huset Aps.,erphuset.dk,69.83,False
177,ERP DENMARK ApS,ERP House,erphouse.net,48.1,False
177,ERP DENMARK ApS,ERP Systems,erps.dk,73.66,False
178,Estel Technologies Private Limited,Estel Technologies,esteltechnologies.ltd,54.12,False
178,Estel Technologies Private Limited,Estel Conversion Labs,estellabs.com,55.7,False
178,Estel Technologies Private Limited,Estel Technologies,esteltelecom.com,71.38,True
178,Estel Technologies Private Limited,Estel,estelstudio.pro,30.26,False
178,Estel Technologies Private Limited,ESTEL steel,isteel.tech,53.52,False
179,EUTELSAT S.A.,Sat,sat.tv,56.67,False
179,EUTELSAT S.A.,EUTELSAT IGO,eutelsatigo.int,71.43,False
179,EUTELSAT S.A.,Eutelsat Asia,,58.4,False
179,EUTELSAT S.A.,Eutelsat,geosatellite.fr,77.42,True
179,EUTELSAT S.A.,Eutelsat,eutelsat.com,67.14,False
180,Ework Group AB (Publ),Ework Group Sp. z o.o.,,35.3,False
180,Ework Group AB (Publ),Ework Scandinavia,,26.84,False
180,Ework Group AB (Publ),Ework Group,eworkgroup.com,74.61,True
180,Ework Group AB (Publ),Up2Staff,up2staff.com,35.02,False
180,Ework Group AB (Publ),E-workgroup,e-workgroup.com,48.64,False
181,EWORK NORDIC ApS,Nordic Medical Equipment & Services,nordicmedicalequipment.com,53.87,False
181,EWORK NORDIC ApS,Nordic Medical Solutions Scandinavia,nordicmss.com,54.04,False
181,EWORK NORDIC ApS,Nordic Sustainable Finance,,35.32,False
181,EWORK NORDIC ApS,NORDIC MEDICAL SOLUTIONS,nordicms.com,59.25,False
181,EWORK NORDIC ApS,BioSite,biosite.dk,72.47,True
182,EWORK GROUP NORWAY AS,Universal Music,universalmusic.no,67.79,True
182,EWORK GROUP NORWAY AS,Up2Staff,up2staff.com,35.02,False
182,EWORK GROUP NORWAY AS,Ework Group,eworkgroup.com,55.47,False
182,EWORK GROUP NORWAY AS,E-workgroup,e-workgroup.com,48.64,False
182,EWORK GROUP NORWAY AS,E work,ewo.it,39.81,False
183,EXFO Ltd.,EXFO Finland Oy.,,45.6,False
183,EXFO Ltd.,EXFO,exfo.com,53.67,True
183,EXFO Ltd.,EXFO,exforus.ru,47.52,False
183,EXFO Ltd.,Exfo,exfo.ntu.edu.tw,50.62,False
183,EXFO Ltd.,ProTech,protech.kz,43.28,False
184,EXIDE TECHNOLOGIES AS,Air Cargo Logistics,aclogistics.no,74.0,True
184,EXIDE TECHNOLOGIES AS,Exide Technologies A/S.,exide.dk,65.85,False
184,EXIDE TECHNOLOGIES AS,Exide,exide.com.ru,42.09,False
184,EXIDE TECHNOLOGIES AS,Exide Technologies avd Bergen,sonnak.com,62.21,False
184,EXIDE TECHNOLOGIES AS,Exide technologies AS avd Stavanger,exide-nordic.com,63.03,False
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,SKY WAYS EXPRESS PVT LTD.,,30.0,False
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,ISHTIAQ ALI,ishtiaqali.com,49.83,False
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,Educating Youth,educatingyouth.net,46.36,False
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,Al Huda Publications,alhudapublications.org,52.18,True
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,Speedaf Express,speedaf.com,31.4,False
186,Extenda Retail AS Avd Oslo,EXTENDA RETAIL,44749.org,58.0,False
186,Extenda Retail AS Avd Oslo,Gigafib,gigafib.no,59.18,False
186,Extenda Retail AS Avd Oslo,Extenda,extenda.pages.dev,41.97,False
186,Extenda Retail AS Avd Oslo,ExtendaGO,extendago.com,63.39,True
186,Extenda Retail AS Avd Oslo,Extenda Retail,extendaretail.com,54.48,False
187,F5 NETWORKS LIMITED,F5 Photography Limited,f5blog.co.uk,54.82,False
187,F5 NETWORKS LIMITED,F5 ECC Limited,f5ecc.com,60.95,True
187,F5 NETWORKS LIMITED,F5 Networks Limited,vtsupplyffl.com,57.42,False
187,F5 NETWORKS LIMITED,F5 Networks Limited,french-language-courses.org,59.45,False
187,F5 NETWORKS LIMITED,F5 Networks Inc.,couponannie.co.uk,53.81,False
188,FACEBOOK IRELAND LIMITED,Facebook 3,,39.75,False
188,FACEBOOK IRELAND LIMITED,Merlin Press,merlinpress.ie,63.52,False
188,FACEBOOK IRELAND LIMITED,Base Furnishings,basefurnishings.ie,75.33,True
188,FACEBOOK IRELAND LIMITED,Facebook Training Ireland,facebooktraining.ie,71.77,False
188,FACEBOOK IRELAND LIMITED,Apps Facebook Ireland Ltd.,ervfd.info,52.0,False
189,Falck Danmark A/S,Falck Danmark,falck.dk,85.92,True
189,Falck Danmark A/S,Falck Fire Services UK Ltd.,falck.uk,44.94,False
189,Falck Danmark A/S,Falck,falck.com.au,45.53,False
189,Falck Danmark A/S,Falck,falck.com,63.18,False
189,Falck Danmark A/S,Lolland-Falster Brandvæsen,lfbv.dk,81.11,False
190,Fastbridge Malaysia Sdn Bhd,FastBridge - Illuminate Education,,26.0,False
190,Fastbridge Malaysia Sdn Bhd,Siab M Sdn Bhd.,,42.86,False
190,Fastbridge Malaysia Sdn Bhd,Fastbridge,fastbridge.hu,49.48,False
190,Fastbridge Malaysia Sdn Bhd,Fast Bridge,bridgeloansdirect.com,39.88,False
190,Fastbridge Malaysia Sdn Bhd,Mall of Malaysia,mallofmalaysia.com.my,80.74,True
191,Favro Holding AB,Favro,favro.com,70.6,True
191,Favro Holding AB,SCIBASE,scibase.com,40.56,False
191,Favro Holding AB,SE & SYNAS,seochsynas.se,61.33,False
191,Favro Holding AB,Organic Beauty,organic-beauty.se,54.22,False
191,Favro Holding AB,Beautyculture by Janine,beautyculture.se,58.79,False
192,Fiberail Sdn. Bhd.,Fiberail Sdn Bhd - Rasah,,41.48,False
192,Fiberail Sdn. Bhd.,Fiberail,fiberail.com.my,90.76,True
192,Fiberail Sdn. Bhd.,Next New Wave,nextnewwave.com.my,75.2,False
192,Fiberail Sdn. Bhd.,Fiberail OC Kuantan,,35.83,False
192,Fiberail Sdn. Bhd.,Marniq Bersatu,marniq.com,63.57,False
193,Fibrecomm Network (M) Sdn. Bhd.,FIBRECOMM,fibrecomm.net.my,82.97,True
193,Fibrecomm Network (M) Sdn. Bhd.,Trapper Group,trappergroup.com,45.42,False
193,Fibrecomm Network (M) Sdn. Bhd.,Network Foods,networkfoods.com,49.2,False
193,Fibrecomm Network (M) Sdn. Bhd.,FibreComm,fibrecomm.ca,43.0,False
193,Fibrecomm Network (M) Sdn. Bhd.,Fibrecomm Office KK.,,30.39,False
194,DANSK HALON TEKNIK ApS,Solarie Teknik,solarieteknik.dk,65.3,False
194,DANSK HALON TEKNIK ApS,Dansk Natur Teknik - Topkapning Nordsjælland,dansknaturteknik.dk,68.1,False
194,DANSK HALON TEKNIK ApS,Ole lumholtz ekspert i skimmel sanering,skimmelsvampsanering.dk,63.48,False
194,DANSK HALON TEKNIK ApS,Dansk Iso Teknik,isoteknik.dk,85.16,True
194,DANSK HALON TEKNIK ApS,Dansk Opto Teknik A/S.,,43.77,False
195,FORM DANMARK ApS,Danskk,danskk.com,58.87,False
195,FORM DANMARK ApS,Stål & Form,staalogform.dk,67.35,False
195,FORM DANMARK ApS,Form Danmark,formdanmark.dk,91.77,True
195,FORM DANMARK ApS,Form & Refine,formandrefine.com,39.47,False
195,FORM DANMARK ApS,Form First,formfirst.app,52.44,False
196,SYKES ENTERPRISES NORWAY AS,Sykes Machine Services,sykesmachineservices.com,42.8,False
196,SYKES ENTERPRISES NORWAY AS,Dalen legesenter,dalenlegesenter.no,67.96,True
196,SYKES ENTERPRISES NORWAY AS,Sykes Racing,sykes.com.au,48.08,False
196,SYKES ENTERPRISES NORWAY AS,Sykes Enterprises Inc.,,34.35,False
196,SYKES ENTERPRISES NORWAY AS,Sykes Chemist,sykeschemist.co.uk,41.33,False
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,AEC Technical Advisory,aectechnicalsg.com,55.34,False
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,Polyplastics,polyplastics-global.com,29.33,False
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,VinaCapital,vinacapital.sg,68.7,True
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,Gartner SFA,neoapaas.com,36.89,False
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,Gartner Advisory S Pte Ltd.,,53.02,False
198,GARTNER NORGE AS,Horn Gartner As,,38.31,False
198,GARTNER NORGE AS,Gartner Norge,,55.86,False
198,GARTNER NORGE AS,Gartner 1,gartner1.no,79.6,True
198,GARTNER NORGE AS,AZ Gartner,azgartner.no,76.31,False
198,GARTNER NORGE AS,Gartner Teknikk,gartnerteknikk.no,68.66,False
199,GBT TRAVEL SERVICES UK LIMITED,Complete Travel,gbtnigeria.com,58.82,False
199,GBT TRAVEL SERVICES UK LIMITED,Lawyers Travel,amexglobalbusinesstravel.com,59.92,True
199,GBT TRAVEL SERVICES UK LIMITED,PAF SECURITISATION NO.,pafsecuritisationno1plc.com,49.06,False
199,GBT TRAVEL SERVICES UK LIMITED,GBT Evolution,gbtevolution.com,55.39,False
199,GBT TRAVEL SERVICES UK LIMITED,GBT CAD Services,,34.35,False
200,Genex Infosys Limited,Genx Infosys SDN BHD.,genex.com.my,54.52,False
200,Genex Infosys Limited,GENEX RECYCLE LIMITED,,40.24,False
200,Genex Infosys Limited,Genex Infosys,genexinfosys.com,74.52,True
200,Genex Infosys Limited,Genex Edge Solutions,genexedge.com,40.71,False
200,Genex Infosys Limited,Genex Digital,genex.digital,70.45,False
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,HarPal Geo,harpalgeo.tv,45.68,False
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,Geo Mobile & Easypaisa Shop,,23.71,False
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,Geo Shoes and Sneakers,,23.54,False
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,E! Online,eonline.com,40.45,False
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,Geo TV Network,geo.tv,53.04,True
202,GINTEL AS,Gintel Financial Group Inc.,gintel.us,45.0,False
202,GINTEL AS,Gintel,gintel.ru,57.0,False
202,GINTEL AS,Gintel,gintelsolutions.com,55.12,False
202,GINTEL AS,Gintel,,35.57,False
202,GINTEL AS,Gintel Norway,gintel.com,74.09,True
203,GLOBALCONNECT A/S,K&L Global Connect,,44.42,False
203,GLOBALCONNECT A/S,GlobalConnect,globalconnect.no,61.77,False
